,Identifier,Active,Deprecated,alpharepair,arja-e,chatrepair,circle,coconut,codex,cure,dear,dlfix,fitrepair,gamma,iter,knod,liana,mcrepair,mulpor,rap-gen,recoder,repilot,rewardrepair,selfapr,t5apr,tare,tenure,thinkrepair,transfer
Chart-1,Chart,TRUE,FALSE,Chart-1,,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,Chart-1,,Chart-1,
Chart-2,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-3,Chart,TRUE,FALSE,,Chart-3,,,,,,,,,,,,,,,,Chart-3,,,,,Chart-3,Chart-3,,
Chart-4,Chart,TRUE,FALSE,Chart-4,Chart-4,Chart-4,,,,,,,,,,Chart-4,Chart-4,,Chart-4,,Chart-4,,,,Chart-4,Chart-4,Chart-4,Chart-4,
Chart-5,Chart,TRUE,FALSE,,Chart-5,Chart-5,,,,,,,,,,,,,,,,,,Chart-5,,Chart-5,,,
Chart-6,Chart,TRUE,FALSE,,,Chart-6,,,,,,,,,,,,,,,,,,,,,,,
Chart-7,Chart,TRUE,FALSE,,,Chart-7,Chart-7,,,,Chart-7,,,,Chart-7,,,,Chart-7,Chart-7,Chart-7,,,Chart-7,,,,Chart-7,
Chart-8,Chart,TRUE,FALSE,Chart-8,,Chart-8,Chart-8,,Chart-8,Chart-8,,,Chart-8,,Chart-8,Chart-8,,Chart-8,Chart-8,Chart-8,Chart-8,Chart-8,,Chart-8,,Chart-8,Chart-8,Chart-8,
Chart-9,Chart,TRUE,FALSE,Chart-9,,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,Chart-9,,Chart-9,
Chart-10,Chart,TRUE,FALSE,,Chart-10,Chart-10,,,,,,,,,,Chart-10,,,Chart-10,,,,,,,,,Chart-10,
Chart-11,Chart,TRUE,FALSE,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,Chart-11,
Chart-12,Chart,TRUE,FALSE,Chart-12,Chart-12,Chart-12,,Chart-12,Chart-12,Chart-12,,,Chart-12,,Chart-12,Chart-12,,,Chart-12,Chart-12,Chart-12,Chart-12,Chart-12,,Chart-12,Chart-12,Chart-12,,
Chart-13,Chart,TRUE,FALSE,,,Chart-13,,,,,,,,,,,,,,,,,,Chart-13,,,,Chart-13,
Chart-14,Chart,TRUE,FALSE,Chart-14,,,Chart-14,Chart-14,,Chart-14,,,,,,Chart-14,,,Chart-14,,,,,,Chart-14,,Chart-14,,
Chart-15,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-16,Chart,TRUE,FALSE,,,,,,,,Chart-16,,,,Chart-16,,,,Chart-16,Chart-16,,,,,,,,,
Chart-17,Chart,TRUE,FALSE,,,Chart-17,,,,Chart-17,,,,,,,,,,,,,,,,,,Chart-17,
Chart-18,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-19,Chart,TRUE,FALSE,,,,,,,,Chart-19,,,,Chart-19,,,,Chart-19,,,,,,Chart-19,,,,
Chart-20,Chart,TRUE,FALSE,,,Chart-20,,,Chart-20,Chart-20,Chart-20,Chart-20,Chart-20,,Chart-20,Chart-20,,Chart-20,,Chart-20,Chart-20,Chart-20,,Chart-20,,Chart-20,,Chart-20,
Chart-21,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-22,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-23,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-24,Chart,TRUE,FALSE,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,,Chart-24,,Chart-24,,Chart-24,,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,Chart-24,
Chart-25,Chart,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart-26,Chart,TRUE,FALSE,Chart-26,,Chart-26,,Chart-26,,Chart-26,,,Chart-26,,,Chart-26,,,Chart-26,,Chart-26,,,,,Chart-26,,,
Cli-1,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-1
Cli-2,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,Cli-2,,,,,,,,,,Cli-2
Cli-3,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-3
Cli-4,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,Cli-4,Cli-4
Cli-5,Cli,TRUE,FALSE,,,,,,,,,,,Cli-5,Cli-5,Cli-5,,,Cli-5,,Cli-5,,Cli-5,,Cli-5,Cli-5,Cli-5,,Cli-5
Cli-6,Cli,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cli-7,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-7
Cli-8,Cli,TRUE,FALSE,Cli-8,,Cli-8,,,Cli-8,Cli-8,,,Cli-8,Cli-8,Cli-8,Cli-8,,,Cli-8,Cli-8,,Cli-8,Cli-8,Cli-8,Cli-8,Cli-8,,,Cli-8
Cli-9,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-9
Cli-10,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-10
Cli-11,Cli,TRUE,FALSE,Cli-11,,Cli-11,,,,,,,Cli-11,,Cli-11,Cli-11,,,,,,Cli-11,,Cli-11,Cli-11,,,Cli-11,Cli-11
Cli-12,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,Cli-12,,,,,Cli-12
Cli-13,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-13
Cli-14,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-14
Cli-15,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-15
Cli-16,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-16
Cli-17,Cli,TRUE,FALSE,Cli-17,,Cli-17,,,Cli-17,,,,Cli-17,Cli-17,Cli-17,Cli-17,,,Cli-17,Cli-17,,Cli-17,Cli-17,Cli-17,Cli-17,Cli-17,,Cli-17,Cli-17
Cli-18,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,Cli-18,Cli-18,,,Cli-18
Cli-19,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,Cli-19,Cli-19
Cli-20,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-20
Cli-21,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-21
Cli-22,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-22
Cli-23,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-23
Cli-24,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,Cli-24,,,,,,,,,Cli-24,Cli-24
Cli-25,Cli,TRUE,FALSE,Cli-25,,,,,Cli-25,Cli-25,,,Cli-25,Cli-25,,Cli-25,,,,,,Cli-25,Cli-25,Cli-25,Cli-25,Cli-25,,,Cli-25
Cli-26,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-26
Cli-27,Cli,TRUE,FALSE,,,,,,,,,,,Cli-27,Cli-27,,,,Cli-27,Cli-27,,,Cli-27,Cli-27,,,Cli-27,,Cli-27
Cli-28,Cli,TRUE,FALSE,Cli-28,,Cli-28,,,Cli-28,,,,Cli-28,Cli-28,,Cli-28,,,,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28,Cli-28
Cli-29,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-29
Cli-30,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-30
Cli-31,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-31
Cli-32,Cli,TRUE,FALSE,,,,,,,,,,,Cli-32,,,,,,Cli-32,Cli-32,,,,Cli-32,Cli-32,Cli-32,,Cli-32
Cli-33,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-33
Cli-34,Cli,TRUE,FALSE,,,,,,,,,,,Cli-34,Cli-34,,,,,Cli-34,,,,,,,,,Cli-34
Cli-35,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-35
Cli-36,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-36
Cli-37,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,Cli-37,,,,Cli-37,Cli-37
Cli-38,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,Cli-38,Cli-38
Cli-39,Cli,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Cli-39
Cli-40,Cli,TRUE,FALSE,,,Cli-40,,,Cli-40,,,,Cli-40,Cli-40,,,,,Cli-40,,,Cli-40,,Cli-40,Cli-40,,,Cli-40,Cli-40
Closure-1,Closure,TRUE,FALSE,,,,,,,,,,,,,Closure-1,Closure-1,,,,,,Closure-1,,,Closure-1,,,
Closure-2,Closure,TRUE,FALSE,Closure-2,,Closure-2,,,,,,,Closure-2,,,,,Closure-2,,,Closure-2,,,,Closure-2,Closure-2,Closure-2,,
Closure-3,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-4,Closure,TRUE,FALSE,,,,Closure-4,,,,,,,,Closure-4,,,,Closure-4,,,,,,,,,,
Closure-5,Closure,TRUE,FALSE,,,Closure-5,,,,,,,Closure-5,,,Closure-5,,,,,,Closure-5,,,,Closure-5,,,
Closure-6,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,Closure-6,,,,,Closure-6,Closure-6,,Closure-6,,
Closure-7,Closure,TRUE,FALSE,,,,,,,,,,,,,,,Closure-7,Closure-7,,Closure-7,,,,,,,,
Closure-8,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-9,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,Closure-9,,
Closure-10,Closure,TRUE,FALSE,Closure-10,,Closure-10,Closure-10,,,Closure-10,Closure-10,Closure-10,Closure-10,,Closure-10,Closure-10,Closure-10,Closure-10,Closure-10,,Closure-10,Closure-10,,Closure-10,Closure-10,Closure-10,,,
Closure-11,Closure,TRUE,FALSE,Closure-11,,Closure-11,Closure-11,,,Closure-11,,,,,,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,Closure-11,
Closure-12,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-13,Closure,TRUE,FALSE,,,Closure-13,,,,,,,,,,,,Closure-13,,,,,,,,,Closure-13,Closure-13,
Closure-14,Closure,TRUE,FALSE,,,,,,,,Closure-14,Closure-14,Closure-14,,,Closure-14,Closure-14,,,,Closure-14,,,,,Closure-14,Closure-14,Closure-14,
Closure-15,Closure,TRUE,FALSE,,,Closure-15,,,,,,,Closure-15,,,Closure-15,,,Closure-15,,,,,,,Closure-15,,,
Closure-16,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-17,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-18,Closure,TRUE,FALSE,Closure-18,,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,,Closure-18,Closure-18,,,Closure-18,,,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,Closure-18,
Closure-19,Closure,TRUE,FALSE,Closure-19,,Closure-19,,,,,,,Closure-19,,,Closure-19,,Closure-19,,Closure-19,,Closure-19,,,,,,Closure-19,
Closure-20,Closure,TRUE,FALSE,,,Closure-20,,,,,,,,,,,,,,,,,,,,,,Closure-20,
Closure-21,Closure,TRUE,FALSE,Closure-21,,,,,,,,,,,,,,,,,Closure-21,,,,,,Closure-21,,
Closure-22,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-23,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-24,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-25,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-26,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-27,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-28,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-29,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-30,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-31,Closure,TRUE,FALSE,Closure-31,,Closure-31,Closure-31,Closure-31,Closure-31,,,,,,,,,,Closure-31,,Closure-31,Closure-31,Closure-31,Closure-31,Closure-31,,Closure-31,Closure-31,
Closure-32,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-33,Closure,TRUE,FALSE,,,Closure-33,,,,,,,,,,,Closure-33,,,,Closure-33,,,,,Closure-33,,,
Closure-34,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-35,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-36,Closure,TRUE,FALSE,,,Closure-36,,,,,,,,,,,,,,,,,,,,,,,
Closure-37,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-38,Closure,TRUE,FALSE,Closure-38,,Closure-38,Closure-38,Closure-38,,Closure-38,,,Closure-38,,Closure-38,Closure-38,,Closure-38,Closure-38,,,Closure-38,Closure-38,Closure-38,Closure-38,Closure-38,Closure-38,Closure-38,
Closure-39,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-40,Closure,TRUE,FALSE,Closure-40,,,Closure-40,Closure-40,,Closure-40,Closure-40,Closure-40,Closure-40,,,Closure-40,Closure-40,Closure-40,Closure-40,,Closure-40,,,Closure-40,Closure-40,Closure-40,Closure-40,,
Closure-41,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-42,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-43,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-44,Closure,TRUE,FALSE,,,Closure-44,,,,,,,,,,,,,,,,,,,,,,Closure-44,
Closure-45,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-46,Closure,TRUE,FALSE,Closure-46,,,Closure-46,Closure-46,,Closure-46,,,,,Closure-46,Closure-46,Closure-46,Closure-46,Closure-46,Closure-46,Closure-46,Closure-46,,Closure-46,Closure-46,Closure-46,Closure-46,,
Closure-47,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-48,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-49,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-50,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-51,Closure,TRUE,FALSE,,,,,,,,,,Closure-51,,,,,,,,,,,,,,,Closure-51,
Closure-52,Closure,TRUE,FALSE,,,Closure-52,,,,,,,,,,Closure-52,,,,,,Closure-52,,,,,,Closure-52,
Closure-53,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-54,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-55,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-56,Closure,TRUE,FALSE,,,Closure-56,,,,,,,,,Closure-56,,,,,,,,,,,,,Closure-56,
Closure-57,Closure,TRUE,FALSE,Closure-57,,Closure-57,,,Closure-57,Closure-57,,,Closure-57,,Closure-57,,,Closure-57,,Closure-57,Closure-57,Closure-57,,Closure-57,Closure-57,,,Closure-57,
Closure-58,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-59,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-60,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-61,Closure,TRUE,FALSE,,,Closure-61,,,,,,,,,,,,,,,,,,,,,,,
Closure-62,Closure,TRUE,FALSE,Closure-62,,Closure-62,Closure-62,,Closure-62,Closure-62,Closure-62,Closure-62,Closure-62,,Closure-62,Closure-62,Closure-62,Closure-62,,,Closure-62,Closure-62,Closure-62,Closure-62,Closure-62,Closure-62,Closure-62,Closure-62,
Closure-63,Closure,FALSE,TRUE,,,,Closure-63,,,,Closure-63,Closure-63,,,Closure-63,,Closure-63,,,,Closure-63,,,,,Closure-63,Closure-63,,
Closure-64,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-65,Closure,TRUE,FALSE,,,Closure-65,,,,,,,Closure-65,,,,,,,Closure-65,,,,,,,,,
Closure-66,Closure,TRUE,FALSE,Closure-66,,,,,,,,,Closure-66,,,,,,Closure-66,,,Closure-66,,,Closure-66,,,,
Closure-67,Closure,TRUE,FALSE,,,Closure-67,,,,,,,,,,,,,,,,,,,,,,,
Closure-68,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-69,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-70,Closure,TRUE,FALSE,Closure-70,,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,,Closure-70,Closure-70,,,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,Closure-70,,
Closure-71,Closure,TRUE,FALSE,,,,,,Closure-71,,,,Closure-71,,,,,,,,,,,,,,,,
Closure-72,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-73,Closure,TRUE,FALSE,Closure-73,,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,,Closure-73,Closure-73,Closure-73,,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,Closure-73,
Closure-74,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-75,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,Closure-75,Closure-75,,,,Closure-75,,,,,
Closure-76,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-77,Closure,TRUE,FALSE,Closure-77,,Closure-77,,,Closure-77,,,,Closure-77,,,Closure-77,,,,Closure-77,,Closure-77,,,,,,Closure-77,
Closure-78,Closure,TRUE,FALSE,,,Closure-78,Closure-78,,,,,,,,,,,,Closure-78,,,,,,Closure-78,,,Closure-78,
Closure-79,Closure,TRUE,FALSE,,,,,,,,,,,,Closure-79,,,,,Closure-79,,,,Closure-79,,,,,
Closure-80,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-81,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-82,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-83,Closure,TRUE,FALSE,,,Closure-83,,,,,,,,,,,,,,,,,,,,,,Closure-83,
Closure-84,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-85,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-86,Closure,TRUE,FALSE,Closure-86,,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,Closure-86,
Closure-87,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-88,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-89,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-90,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-91,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-92,Closure,TRUE,FALSE,Closure-92,,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,,,Closure-92,,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,Closure-92,
Closure-93,Closure,FALSE,TRUE,,,,Closure-93,,,,,,,,,,Closure-93,,Closure-93,,Closure-93,,,,,Closure-93,Closure-93,,
Closure-94,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-95,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-96,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-97,Closure,TRUE,FALSE,,,Closure-97,,,,,,,,,,,,,,,,Closure-97,,,,,,Closure-97,
Closure-98,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-99,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-100,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-101,Closure,TRUE,FALSE,Closure-101,,Closure-101,,,,,,,Closure-101,,,,,Closure-101,,,,,Closure-101,,Closure-101,,Closure-101,Closure-101,
Closure-102,Closure,TRUE,FALSE,,,Closure-102,,,,Closure-102,,,Closure-102,,,,,Closure-102,Closure-102,,,,,,Closure-102,Closure-102,Closure-102,Closure-102,
Closure-103,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-104,Closure,TRUE,FALSE,,,Closure-104,,,Closure-104,,,,Closure-104,,Closure-104,,Closure-104,,,Closure-104,Closure-104,Closure-104,,Closure-104,,Closure-104,Closure-104,Closure-104,
Closure-105,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,Closure-105,
Closure-106,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,Closure-106,,,,Closure-106,,,,,
Closure-107,Closure,TRUE,FALSE,,,,,,,,,,,,,,,Closure-107,,,,,,,,,,,
Closure-108,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-109,Closure,TRUE,FALSE,Closure-109,,,,,,,,,,,,,,Closure-109,,,Closure-109,,,Closure-109,Closure-109,,,,
Closure-110,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-111,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-112,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-113,Closure,TRUE,FALSE,,,,,,,,,,,,Closure-113,,Closure-113,,,Closure-113,,,,Closure-113,,,,,
Closure-114,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-115,Closure,TRUE,FALSE,Closure-115,,,Closure-115,,,,,Closure-115,,,Closure-115,,Closure-115,Closure-115,Closure-115,Closure-115,Closure-115,,,Closure-115,Closure-115,Closure-115,Closure-115,,
Closure-116,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-117,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-118,Closure,TRUE,FALSE,,,,,,,,,,,,,Closure-118,Closure-118,,Closure-118,,Closure-118,,,,,Closure-118,,,
Closure-119,Closure,TRUE,FALSE,,,Closure-119,,,,,,,Closure-119,,,Closure-119,,,,,,,,,,,,Closure-119,
Closure-120,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-121,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-122,Closure,TRUE,FALSE,,,,,,,,,,,,,,,Closure-122,,,,,,,,,,Closure-122,
Closure-123,Closure,TRUE,FALSE,,,,Closure-123,,Closure-123,,,,Closure-123,,Closure-123,Closure-123,,,,Closure-123,,,,Closure-123,,,Closure-123,,
Closure-124,Closure,TRUE,FALSE,,,Closure-124,,,,,,,Closure-124,,,,,,Closure-124,,,,,,,Closure-124,,Closure-124,
Closure-125,Closure,TRUE,FALSE,Closure-125,,Closure-125,,,Closure-125,,,,Closure-125,,,Closure-125,,Closure-125,Closure-125,Closure-125,Closure-125,Closure-125,,Closure-125,,,,,
Closure-126,Closure,TRUE,FALSE,Closure-126,,Closure-126,Closure-126,,,Closure-126,,Closure-126,,,Closure-126,Closure-126,Closure-126,,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,Closure-126,
Closure-127,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-128,Closure,TRUE,FALSE,,,Closure-128,,,,,,,,,,,Closure-128,,Closure-128,,,,,,,,Closure-128,Closure-128,
Closure-129,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-130,Closure,TRUE,FALSE,,,,,,,,,,Closure-130,,,,Closure-130,,,,,,,,,,,,
Closure-131,Closure,TRUE,FALSE,,,,,,,,,,,,Closure-131,,,,,,,,,,,,,Closure-131,
Closure-132,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-133,Closure,TRUE,FALSE,,,,,,,,,,Closure-133,,,,,,,,,Closure-133,,,,,,,
Closure-134,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-135,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-136,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-137,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-138,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-139,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-140,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-141,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-142,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-143,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-144,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure-145,Closure,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
